id,structure_2d4f7,structure_9a902,structure_09a0d,structure_4ba1e,structure_6e192,structure_14946,structure_ae7b1,structure_c804d,structure_08dde,structure_f9c34,structure_5b67e,structure_cebbc,structure_4232e,structure_98c95,structure_e8a49,structure_6512d,structure_26945,structure_efa2a,structure_2c303,structure_7965f,structure_17328,structure_1b965,structure_e751b,structure_21d54,structure_c74fc,structure_97898,structure_6741c,structure_5aa52,structure_168e1,structure_9946a,structure_2ce40,structure_682d8,structure_464ae,structure_65f05,structure_fc149,structure_9db62,structure_205ef,structure_c2189,structure_81ea2,structure_6b37b,structure_f2d10,structure_b806b,structure_b89ee,structure_c8a84,structure_ffe31,structure_0f024,structure_ac2e8,structure_b98ed,structure_6a55e,runtime_perc_diff,memory_perc_diff,cpu_perc_diff,runtime,memory,cpu,runtime_has_improved,memory_has_improved,cpu_has_improved
62776,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gemini-v15-pro,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,original,original,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,original,original,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,-0.12338937914128033,-0.30204360046554757,0.04272400606842827,24.878960899004596,9033608.360441605,99.80320360161603,True,True,False
fde85,original,gemini-v15-pro,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo_1,original,original,original,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,-2.2731811604806995,0.44847991328988807,0.01567056687025282,25.41314762600814,8966013.172495328,99.83021534111745,True,False,False
e1e97,gpt-4-turbo,gemini-v15-pro,original,gemini-v15-pro,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo_1,original,original,original,gpt-4-turbo,original,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,-0.3041835489284021,1.9940981635428467,0.0621565104878525,24.923885178024648,8826808.531728951,99.78380105011814,True,False,False
7c4fa,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gemini-v15-pro,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,original,original,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,0.25374015988240955,-2.7662447453925485,-0.011932468786724566,24.78525061698747,9255544.297791928,99.85777582993933,False,True,True
12179,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gemini-v15-pro,original,original,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo_1,original,original,original,gpt-4-turbo,original,original,gpt-4-turbo,gemini-v15-pro,original,gpt-4-turbo,original,original,original,original,gpt-4-turbo,original,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,-0.36248037219146495,-1.1326082504826407,-0.00027558172047530567,24.938370947988005,9108412.377358433,99.84613691059438,True,True,True
6b686,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gemini-v15-pro,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo_1,original,original,gpt-4-turbo,gpt-4-turbo,original,original,original,original,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,original,original,original,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,-0.0547413127735218,-0.44790139038257887,0.014427087103136773,24.861903021024773,9046744.903857196,99.83145690420666,True,True,False
6a1fd,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,gemini-v15-pro,original,original,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo_1,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,original,original,original,original,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,original,-0.09815181433278901,-1.8017120105378552,0.017521960024093692,24.87268979300279,9168674.572462996,99.82836680166855,True,True,False
e5a6c,gpt-4-turbo,original,original,gemini-v15-pro,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,original,-3.629637702944794,0.41132640226359424,0.04089033172520412,25.75020402701921,8969359.3682036,99.80503444956578,True,False,False
d49a2,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,original,original,original,original,original,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,original,original,original,original,0.11063489324892511,-0.3499740834047781,0.05064645177297773,24.82080984400818,9037925.173896817,99.79529336743036,False,True,False
0df4a,gpt-4-turbo,gemini-v15-pro,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,gemini-v15-pro,original,original,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,-0.0036313911796599686,-0.03255952040865949,0.0036312593144300306,24.849203074001707,9009337.53253799,99.84223609149574,True,True,False
2768f,gpt-4-turbo,gemini-v15-pro,original,gemini-v15-pro,gpt-4-turbo,gpt-4-turbo,original,original,original,original,original,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,original,0.14341001968587583,0.10998621298866643,-0.02252333612611439,24.81266578202485,8996499.28634938,99.86835037270153,False,False,True
75695,gpt-4-turbo,original,original,gemini-v15-pro,gpt-4-turbo,gpt-4-turbo,original,original,gemini-v15-pro,original,original,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,original,original,original,original,gpt-4-turbo,original,original,original,original,gpt-4-turbo,original,original,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,0.03946752782499676,-1.0970491839017444,0.0008391314529553844,24.838493724993896,9105209.783775851,99.84502391562029,False,True,False
d8e5c,gpt-4-turbo,original,original,original,gpt-4-turbo,gemini-v15-pro,original,original,gemini-v15-pro,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,original,original,original,gpt-4-turbo,original,original,original,gpt-4-turbo,original,-0.4027614647464845,-0.029444096838418105,-0.0003006054656452336,24.94838011500542,9009056.944870977,99.84616189576839,True,True,True
840e1,original,original,original,original,original,gpt-4-turbo,original,gpt-4-turbo,gemini-v15-pro,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,original,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,-0.04187132192492275,-0.08709267734258215,0.0015643388220817048,24.858705046994146,9014249.009559952,99.84429982607308,True,True,False
eda1a,original,original,gpt-4-turbo,original,original,original,original,gpt-4-turbo,gemini-v15-pro,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo_1,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,original,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,-0.05326484944812162,-1.5020959296166116,0.012951622692276609,24.861536144977435,9141689.934499744,99.83293009436255,True,True,False
4addd,original,original,gpt-4-turbo,original,gpt-4-turbo,original,original,original,gemini-v15-pro,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,original,original,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,0.10416412477979528,-0.8408334840776014,0.01677233025174461,24.822417720017256,9082133.95994491,99.82911527597471,False,True,False
416ef,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,original,original,original,original,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,original,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,-1.7270537231693928,-0.967634900485083,0.03360752326022765,25.277444237988675,9093554.209166722,99.8123060324375,True,True,False
4f3c9,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,gemini-v15-pro,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo_1,original,original,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,original,original,original,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,-0.019943552929205733,-0.1208779413389068,0.019939576269268247,24.853256369009614,9017291.847296266,99.82595291189466,True,True,False
43925,gpt-4-turbo,original,original,original,original,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,original,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,original,original,original,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,original,-0.8193614894376018,-0.7485602527122539,0.013127366977790067,25.051898142002756,9073823.458938297,99.8327546209662,True,True,False
41b5c,original,original,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,gemini-v15-pro,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo_1,original,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,0.10471015817567271,1.9185569012813404,0.01622581618265122,24.822282039996935,8833612.083818499,99.8296609476566,False,False,False
c5f35,gpt-4-turbo,original,original,original,original,gpt-4-turbo,original,original,gemini-v15-pro,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,-3.0933352433481334,-0.5582350085494298,0.02915252297383573,25.616941979009425,9056681.996460015,99.81675416586458,True,True,False
8770e,original,original,original,original,gpt-4-turbo,original,original,original,gemini-v15-pro,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,-1.1906347123881427,-1.8869688648431195,0.06132734115784438,25.144153228990035,9176353.15012892,99.78462894138109,True,True,False
30d9a,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gemini-v15-pro,original,original,original,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,original,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,-0.13794139636592995,1.7783030561179969,0.016998963477814415,24.882576828007586,8846243.91326854,99.82888899207713,True,False,False
9c94e,original,original,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,gemini-v15-pro,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo_1,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,-0.4145442100624798,-0.8734492199683519,-0.028706398254264392,24.95130792699638,9085071.465242391,99.87452390436614,True,True,True
1249c,gpt-4-turbo,gemini-v15-pro,original,gemini-v15-pro,gpt-4-turbo,original,original,original,gemini-v15-pro,original,original,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gemini-v15-pro,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,0.08291312233674772,-0.9646288463721936,-0.0023023751208173524,24.827698233013507,9093283.471756084,99.84816057993092,False,True,True
265de,gpt-4-turbo,original,original,gemini-v15-pro,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,original,original,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,original,original,gpt-4-turbo,original,original,original,original,gpt-4-turbo,original,original,original,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,0.13056815981799114,-0.5606495262386363,-0.009661790759852254,24.81585676598479,9056899.45770408,99.85550865189575,False,True,True
01a25,gpt-4-turbo,original,original,gemini-v15-pro,original,original,original,gpt-4-turbo,gemini-v15-pro,gpt-4-turbo,original,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,-0.2503535700892257,0.12207574536224397,0.00849433565560104,24.910509342997102,8995410.454090301,99.83738051101516,True,False,False
773cc,original,original,gpt-4-turbo,gemini-v15-pro,original,original,original,gpt-4-turbo,original,gpt-4-turbo,original,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,original,original,gpt-4-turbo,original,original,gpt-4-turbo,gemini-v15-pro,gpt-4-turbo,original,original,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,original,0.26736456036930867,-1.7970052949083297,0.055233739824439715,24.781865184981143,9168250.666586956,99.79071315014426,False,True,False
65601,gpt-4-turbo,original,gpt-4-turbo,gemini-v15-pro,gpt-4-turbo,original,original,original,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo_1,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,gemini-v15-pro,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,-1.020524432207215,-0.9753685026685927,0.012736253292865799,25.101883714989526,9094250.728707436,99.83314513179535,True,True,False
c520a,original,original,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gemini-v15-pro,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,original,original,original,original,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,original,original,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,-3.270241002390652e-05,1.5380661417407513,0.04033901731171047,24.84830886099371,8867880.622953635,99.8055849141929,True,False,False
c3610,gpt-4-turbo,original,original,gemini-v15-pro,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,original,0.2568127562571553,-0.4891416476130431,-0.015013343878302124,24.7844871289999,9050459.168483626,99.86085195622407,False,True,True
18ea2,original,original,original,gemini-v15-pro,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gemini-v15-pro,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,original,original,original,original,gpt-4-turbo,gpt-4-turbo,original,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,original,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,-0.7307540662070438,1.3003404170007005,0.00520214563311088,25.029880703004892,8889291.16472742,99.84066762651368,True,False,False
ee31c,gpt-4-turbo,original,original,gemini-v15-pro,gpt-4-turbo,original,original,original,gemini-v15-pro,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,original,original,original,gpt-4-turbo,original,original,original,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,gpt-4-turbo,original,original,gpt-4-turbo,original,gpt-4-turbo,gpt-4-turbo,original,gpt-4-turbo,original,-0.47919473150747793,-2.2281057248707916,0.035654269099790914,24.967372482991777,9207077.317655118,99.81026244141609,True,True,False
